user_id,country,hour,failed_attempts,new_location,geo_impossible,ip_reputation_score,is_vpn_tor,is_anomaly
user_26@securebank.com,India,16,1,1,0,14,0,0
user_32@securebank.com,India,19,0,0,0,22,0,0
user_33@securebank.com,India,11,0,1,0,19,0,0
user_29@securebank.com,India,16,0,1,0,22,0,0
user_1@securebank.com,US,15,1,0,0,9,0,0
user_32@securebank.com,US,13,0,0,0,6,0,0
user_46@securebank.com,India,18,1,0,0,17,0,0
user_24@securebank.com,India,22,1,0,0,2,0,0
user_24@securebank.com,North Korea,0,9,1,0,71,0,1
user_37@securebank.com,Germany,22,0,0,0,9,0,0
user_44@securebank.com,India,8,0,0,0,6,0,0
user_45@securebank.com,Germany,21,1,0,0,22,0,0
user_14@securebank.com,US,17,1,0,0,16,0,0
user_37@securebank.com,US,16,0,1,0,12,0,0
user_47@securebank.com,Russia,0,5,1,0,67,0,1
user_39@securebank.com,Germany,10,1,0,0,24,0,0
user_0@securebank.com,India,17,1,0,0,4,0,0
user_27@securebank.com,US,12,0,0,0,15,0,0
user_13@securebank.com,India,8,0,0,0,0,0,0
user_14@securebank.com,US,9,1,1,0,12,0,0
user_18@securebank.com,US,9,1,1,0,22,0,0
user_46@securebank.com,North Korea,5,9,1,1,66,1,1
user_45@securebank.com,China,1,10,1,0,100,1,1
user_36@securebank.com,India,20,0,0,0,10,0,0
user_46@securebank.com,India,15,0,0,0,10,0,0
user_40@securebank.com,India,18,1,1,0,20,0,0
user_6@securebank.com,India,20,0,0,0,19,0,0
user_16@securebank.com,US,14,1,0,0,23,0,0
user_18@securebank.com,India,22,1,0,0,21,0,0
user_9@securebank.com,China,0,9,1,1,83,0,1
user_17@securebank.com,Russia,4,6,1,1,79,0,1
user_31@securebank.com,India,14,0,0,0,13,0,0
user_44@securebank.com,India,12,1,0,0,13,0,0
user_5@securebank.com,India,9,1,0,0,12,0,0
user_24@securebank.com,India,12,1,1,0,18,0,0
user_10@securebank.com,India,17,1,0,0,8,0,0
user_41@securebank.com,India,9,0,0,0,8,0,0
user_30@securebank.com,India,21,0,0,0,6,0,0
user_43@securebank.com,Germany,13,0,1,0,23,0,0
user_38@securebank.com,India,19,1,1,0,16,0,0
user_22@securebank.com,India,9,1,0,0,17,0,0
user_13@securebank.com,Germany,10,1,0,0,14,0,0
user_36@securebank.com,India,12,0,0,0,3,0,0
user_4@securebank.com,India,19,0,0,0,7,0,0
user_49@securebank.com,India,11,0,0,0,24,0,0
user_26@securebank.com,US,11,1,0,0,13,0,0
user_15@securebank.com,Iran,0,5,1,1,68,1,1
user_26@securebank.com,Germany,17,1,1,0,11,0,0
user_36@securebank.com,North Korea,2,6,1,0,87,1,1
user_37@securebank.com,India,15,0,1,0,22,0,0
user_10@securebank.com,Germany,14,0,1,0,10,0,0
user_15@securebank.com,Germany,22,1,0,0,13,0,0
user_14@securebank.com,Germany,20,1,1,0,22,0,0
user_28@securebank.com,India,13,0,0,0,0,0,0
user_49@securebank.com,India,21,0,0,0,12,0,0
user_29@securebank.com,India,14,1,0,0,17,0,0
user_2@securebank.com,India,19,1,1,0,16,0,0
user_22@securebank.com,India,11,1,0,0,20,0,0
user_10@securebank.com,India,10,0,0,0,21,0,0
user_18@securebank.com,India,14,0,0,0,22,0,0
user_0@securebank.com,Germany,15,0,0,0,3,0,0
user_47@securebank.com,India,10,0,0,0,9,0,0
user_21@securebank.com,China,1,8,1,0,80,0,1
user_12@securebank.com,India,18,0,0,0,4,0,0
user_8@securebank.com,India,19,1,0,0,13,0,0
user_20@securebank.com,Germany,10,1,1,0,2,0,0
user_25@securebank.com,India,9,0,1,0,11,0,0
user_47@securebank.com,Germany,11,1,0,0,12,0,0
user_34@securebank.com,Russia,5,10,1,0,92,1,1
user_12@securebank.com,India,8,0,1,0,24,0,0
user_29@securebank.com,US,12,0,1,0,1,0,0
user_43@securebank.com,India,9,1,0,0,19,0,0
user_33@securebank.com,India,15,0,1,0,14,0,0
user_24@securebank.com,India,18,1,0,0,16,0,0
user_34@securebank.com,India,21,1,0,0,24,0,0
user_42@securebank.com,US,22,1,0,0,8,0,0
user_40@securebank.com,India,13,1,0,0,6,0,0
user_5@securebank.com,US,8,0,0,0,21,0,0
user_49@securebank.com,Germany,16,1,0,0,13,0,0
user_42@securebank.com,Belarus,0,4,1,1,79,0,1
user_40@securebank.com,Russia,5,10,1,0,79,1,1
user_15@securebank.com,India,19,0,0,0,4,0,0
user_45@securebank.com,India,17,0,0,0,23,0,0
user_12@securebank.com,India,21,1,0,0,5,0,0
user_33@securebank.com,India,12,1,0,0,18,0,0
user_27@securebank.com,India,11,1,0,0,21,0,0
user_39@securebank.com,India,21,1,0,0,24,0,0
user_41@securebank.com,US,17,1,0,0,12,0,0
user_0@securebank.com,Russia,2,3,1,0,71,1,1
user_41@securebank.com,Germany,16,1,1,0,7,0,0
user_27@securebank.com,India,13,0,0,0,23,0,0
user_35@securebank.com,US,11,1,0,0,10,0,0
user_33@securebank.com,India,8,0,1,0,19,0,0
user_49@securebank.com,India,13,0,1,0,7,0,0
user_45@securebank.com,India,13,0,0,0,3,0,0
user_40@securebank.com,India,12,0,0,0,1,0,0
user_7@securebank.com,China,3,9,1,0,92,0,1
user_48@securebank.com,Iran,3,6,1,0,78,1,1
user_46@securebank.com,US,13,0,0,0,4,0,0
user_7@securebank.com,US,9,1,0,0,13,0,0
user_7@securebank.com,India,8,0,0,0,8,0,0
user_36@securebank.com,Germany,22,0,1,0,22,0,0
user_22@securebank.com,US,14,1,1,0,23,0,0
user_26@securebank.com,India,10,0,0,0,1,0,0
user_33@securebank.com,India,14,0,1,0,1,0,0
user_38@securebank.com,India,11,0,0,0,5,0,0
user_20@securebank.com,India,19,0,0,0,12,0,0
user_39@securebank.com,US,19,1,0,0,3,0,0
user_14@securebank.com,India,17,0,0,0,24,0,0
user_26@securebank.com,India,17,0,1,0,18,0,0
user_49@securebank.com,China,5,10,1,0,86,1,1
user_22@securebank.com,US,11,1,0,0,12,0,0
user_5@securebank.com,India,14,0,0,0,9,0,0
user_31@securebank.com,India,17,0,0,0,19,0,0
user_5@securebank.com,India,10,1,0,0,20,0,0
user_14@securebank.com,US,13,1,0,0,9,0,0
user_45@securebank.com,Russia,2,4,1,1,80,1,1
user_18@securebank.com,US,15,0,0,0,25,0,0
user_23@securebank.com,North Korea,2,6,1,0,87,0,1
user_19@securebank.com,India,16,1,1,0,16,0,0
user_24@securebank.com,US,12,1,1,0,13,0,0
user_49@securebank.com,India,11,1,1,0,2,0,0
user_24@securebank.com,Germany,8,0,0,0,25,0,0
user_12@securebank.com,India,21,1,0,0,18,0,0
user_48@securebank.com,US,12,1,0,0,9,0,0
user_36@securebank.com,India,19,0,1,0,10,0,0
user_10@securebank.com,India,12,0,0,0,16,0,0
user_33@securebank.com,India,19,0,0,0,20,0,0
user_8@securebank.com,India,15,1,0,0,3,0,0
user_43@securebank.com,India,22,1,0,0,6,0,0
user_27@securebank.com,India,20,0,1,0,3,0,0
user_19@securebank.com,US,22,1,0,0,25,0,0
user_37@securebank.com,Germany,14,0,0,0,6,0,0
user_26@securebank.com,US,11,0,1,0,7,0,0
user_19@securebank.com,US,14,0,0,0,20,0,0
user_8@securebank.com,India,21,1,0,0,23,0,0
user_38@securebank.com,India,12,0,0,0,0,0,0
user_20@securebank.com,India,16,0,0,0,8,0,0
user_7@securebank.com,India,14,1,0,0,2,0,0
user_29@securebank.com,India,20,1,1,0,5,0,0
user_20@securebank.com,India,19,1,0,0,24,0,0
user_21@securebank.com,US,15,1,0,0,25,0,0
user_23@securebank.com,India,17,0,1,0,15,0,0
user_31@securebank.com,India,17,0,1,0,10,0,0
user_16@securebank.com,US,10,0,0,0,8,0,0
user_47@securebank.com,India,17,0,0,0,6,0,0
user_4@securebank.com,US,12,1,0,0,8,0,0
user_14@securebank.com,Germany,17,0,0,0,15,0,0
user_17@securebank.com,US,19,0,0,0,5,0,0
user_33@securebank.com,Belarus,3,9,1,0,86,0,1
user_19@securebank.com,Germany,10,1,1,0,23,0,0
user_31@securebank.com,India,12,1,0,0,17,0,0
user_28@securebank.com,Iran,4,3,1,0,62,1,1
user_21@securebank.com,India,10,0,0,0,8,0,0
user_45@securebank.com,North Korea,4,7,1,0,82,1,1
user_32@securebank.com,Belarus,1,9,1,1,95,0,1
user_29@securebank.com,India,16,1,0,0,14,0,0
user_45@securebank.com,Russia,3,6,1,0,88,1,1
user_22@securebank.com,Germany,12,1,0,0,23,0,0
user_30@securebank.com,Germany,8,0,0,0,11,0,0
user_13@securebank.com,India,22,1,1,0,16,0,0
user_45@securebank.com,Belarus,3,7,1,1,62,1,1
user_46@securebank.com,India,11,1,0,0,20,0,0
user_15@securebank.com,Germany,21,0,0,0,0,0,0
user_24@securebank.com,India,19,1,1,0,19,0,0
user_46@securebank.com,India,21,1,1,0,17,0,0
user_22@securebank.com,India,11,1,0,0,25,0,0
user_25@securebank.com,India,22,1,0,0,8,0,0
user_26@securebank.com,India,20,0,0,0,21,0,0
user_35@securebank.com,India,22,1,1,0,24,0,0
user_26@securebank.com,Germany,14,1,0,0,2,0,0
user_32@securebank.com,Germany,17,0,0,0,10,0,0
user_42@securebank.com,US,8,1,0,0,8,0,0
user_16@securebank.com,US,10,1,0,0,6,0,0
user_0@securebank.com,India,13,0,1,0,15,0,0
user_7@securebank.com,India,15,1,0,0,8,0,0
user_49@securebank.com,Germany,14,1,0,0,3,0,0
user_21@securebank.com,Germany,15,0,0,0,17,0,0
user_7@securebank.com,India,22,0,0,0,21,0,0
user_1@securebank.com,Germany,8,1,0,0,21,0,0
user_31@securebank.com,India,12,1,0,0,17,0,0
user_21@securebank.com,US,15,1,0,0,24,0,0
user_29@securebank.com,Germany,11,1,1,0,23,0,0
user_37@securebank.com,India,8,0,0,0,9,0,0
user_42@securebank.com,China,0,8,1,0,95,0,1
user_4@securebank.com,India,13,0,1,0,24,0,0
user_3@securebank.com,Germany,15,1,0,0,5,0,0
user_38@securebank.com,India,13,1,0,0,0,0,0
user_0@securebank.com,India,12,1,1,0,12,0,0
user_33@securebank.com,India,9,1,0,0,19,0,0
user_27@securebank.com,India,9,1,0,0,24,0,0
user_28@securebank.com,India,9,1,0,0,25,0,0
user_38@securebank.com,Germany,19,0,0,0,12,0,0
user_10@securebank.com,US,21,1,0,0,8,0,0
user_45@securebank.com,India,17,0,1,0,22,0,0
user_9@securebank.com,Germany,12,0,0,0,20,0,0
user_48@securebank.com,US,19,1,1,0,5,0,0
user_26@securebank.com,India,10,0,0,0,16,0,0
user_39@securebank.com,US,8,1,0,0,12,0,0
user_7@securebank.com,US,12,0,0,0,3,0,0
user_7@securebank.com,India,21,1,1,0,23,0,0
user_43@securebank.com,North Korea,1,6,1,0,84,1,1
user_34@securebank.com,India,15,1,0,0,20,0,0
user_2@securebank.com,US,14,0,0,0,20,0,0
user_9@securebank.com,India,15,0,0,0,6,0,0
user_6@securebank.com,US,14,0,0,0,3,0,0
user_0@securebank.com,Germany,9,0,0,0,18,0,0
user_30@securebank.com,India,14,0,1,0,19,0,0
user_12@securebank.com,Germany,22,0,0,0,22,0,0
user_24@securebank.com,US,10,0,0,0,0,0,0
user_11@securebank.com,US,21,1,1,0,16,0,0
user_46@securebank.com,India,11,1,1,0,3,0,0
user_5@securebank.com,India,18,1,0,0,24,0,0
user_0@securebank.com,India,16,0,1,0,0,0,0
user_3@securebank.com,US,19,0,0,0,25,0,0
user_25@securebank.com,Russia,2,4,1,1,79,0,1
user_20@securebank.com,India,17,0,0,0,21,0,0
user_20@securebank.com,India,11,0,0,0,21,0,0
user_18@securebank.com,Germany,19,1,0,0,13,0,0
user_42@securebank.com,India,14,1,0,0,22,0,0
user_38@securebank.com,India,18,1,0,0,9,0,0
user_48@securebank.com,India,10,1,1,0,8,0,0
user_5@securebank.com,Belarus,5,9,1,0,90,0,1
user_34@securebank.com,Germany,17,1,0,0,9,0,0
user_24@securebank.com,India,13,1,1,0,19,0,0
user_49@securebank.com,India,17,0,0,0,2,0,0
user_8@securebank.com,Germany,12,1,0,0,9,0,0
user_35@securebank.com,India,16,1,0,0,14,0,0
user_15@securebank.com,India,14,0,0,0,4,0,0
user_39@securebank.com,North Korea,5,9,1,1,74,1,1
user_13@securebank.com,Germany,18,0,0,0,6,0,0
user_36@securebank.com,US,18,0,0,0,10,0,0
user_49@securebank.com,US,11,1,0,0,22,0,0
user_10@securebank.com,India,12,1,0,0,6,0,0
user_7@securebank.com,India,11,0,0,0,23,0,0
user_29@securebank.com,India,13,0,0,0,16,0,0
user_45@securebank.com,India,13,1,0,0,10,0,0
user_40@securebank.com,India,21,1,1,0,20,0,0
user_7@securebank.com,US,17,0,0,0,17,0,0
user_39@securebank.com,Germany,22,0,0,0,20,0,0
user_44@securebank.com,India,13,0,0,0,23,0,0
user_11@securebank.com,North Korea,4,7,1,0,60,0,1
user_49@securebank.com,India,8,0,0,0,19,0,0
user_9@securebank.com,India,10,1,0,0,24,0,0
user_38@securebank.com,India,15,0,0,0,15,0,0
user_42@securebank.com,India,20,1,0,0,15,0,0
user_33@securebank.com,India,10,1,1,0,7,0,0
user_7@securebank.com,India,21,1,0,0,22,0,0
user_11@securebank.com,India,19,0,0,0,13,0,0
user_31@securebank.com,India,17,1,0,0,17,0,0
user_5@securebank.com,India,13,1,0,0,20,0,0
user_13@securebank.com,India,15,1,1,0,5,0,0
user_0@securebank.com,China,4,7,1,1,91,1,1
user_18@securebank.com,Germany,22,0,0,0,7,0,0
user_34@securebank.com,India,19,1,0,0,21,0,0
user_42@securebank.com,Germany,8,0,1,0,3,0,0
user_13@securebank.com,US,22,0,1,0,19,0,0
user_11@securebank.com,Germany,13,0,0,0,25,0,0
user_6@securebank.com,US,12,1,0,0,0,0,0
user_8@securebank.com,India,12,1,0,0,16,0,0
user_8@securebank.com,US,22,1,0,0,9,0,0
user_37@securebank.com,Germany,9,1,0,0,3,0,0
user_29@securebank.com,India,21,1,1,0,7,0,0
user_44@securebank.com,Iran,4,7,1,1,68,0,1
user_16@securebank.com,US,9,0,0,0,12,0,0
user_46@securebank.com,US,22,1,1,0,19,0,0
user_24@securebank.com,India,8,1,0,0,20,0,0
user_29@securebank.com,India,15,0,1,0,21,0,0
user_12@securebank.com,India,14,0,0,0,25,0,0
user_1@securebank.com,North Korea,5,5,1,0,73,0,1
user_18@securebank.com,US,17,1,0,0,7,0,0
user_42@securebank.com,Belarus,0,10,1,0,74,0,1
user_22@securebank.com,North Korea,2,6,1,1,65,0,1
user_5@securebank.com,Germany,17,1,0,0,12,0,0
user_41@securebank.com,India,22,1,0,0,2,0,0
user_17@securebank.com,US,20,1,1,0,16,0,0
user_20@securebank.com,India,19,0,0,0,22,0,0
user_35@securebank.com,India,12,0,0,0,18,0,0
user_0@securebank.com,India,16,1,0,0,20,0,0
user_28@securebank.com,North Korea,1,10,1,1,100,1,1
user_25@securebank.com,India,16,1,0,0,3,0,0
user_47@securebank.com,India,19,0,0,0,10,0,0
user_48@securebank.com,US,19,0,1,0,16,0,0
user_46@securebank.com,US,20,0,0,0,15,0,0
user_39@securebank.com,India,18,0,0,0,23,0,0
user_0@securebank.com,Germany,9,1,1,0,7,0,0
user_10@securebank.com,Germany,19,0,1,0,2,0,0
user_38@securebank.com,India,11,0,1,0,15,0,0
user_23@securebank.com,India,21,1,0,0,25,0,0
user_9@securebank.com,US,11,0,0,0,16,0,0
user_22@securebank.com,India,11,1,0,0,22,0,0
user_25@securebank.com,India,9,0,1,0,0,0,0
user_30@securebank.com,Germany,22,0,1,0,15,0,0
user_48@securebank.com,Germany,13,1,0,0,0,0,0
user_39@securebank.com,India,20,1,0,0,3,0,0
user_32@securebank.com,Germany,15,0,0,0,10,0,0
user_37@securebank.com,India,19,1,1,0,23,0,0
user_40@securebank.com,India,22,0,0,0,16,0,0
user_5@securebank.com,India,14,0,0,0,18,0,0
user_36@securebank.com,India,9,1,0,0,11,0,0
user_27@securebank.com,US,21,1,1,0,5,0,0
user_27@securebank.com,Germany,9,0,0,0,18,0,0
user_6@securebank.com,North Korea,3,5,1,0,76,0,1
user_46@securebank.com,India,12,0,0,0,8,0,0
user_26@securebank.com,China,0,8,1,1,96,0,1
user_39@securebank.com,India,16,1,1,0,25,0,0
user_15@securebank.com,India,16,1,1,0,14,0,0
user_32@securebank.com,India,20,1,0,0,21,0,0
user_26@securebank.com,US,22,0,0,0,7,0,0
user_45@securebank.com,India,21,0,0,0,21,0,0
user_6@securebank.com,India,21,1,1,0,5,0,0
user_4@securebank.com,North Korea,2,3,1,1,92,0,1
user_48@securebank.com,India,8,0,0,0,6,0,0
user_7@securebank.com,North Korea,1,9,1,0,63,0,1
user_10@securebank.com,India,11,1,0,0,20,0,0
user_40@securebank.com,India,19,1,1,0,13,0,0
user_42@securebank.com,India,20,1,0,0,5,0,0
user_21@securebank.com,India,10,0,0,0,22,0,0
user_16@securebank.com,Germany,10,1,0,0,8,0,0
user_18@securebank.com,Germany,11,0,0,0,24,0,0
user_44@securebank.com,India,16,0,0,0,1,0,0
user_24@securebank.com,Iran,3,6,1,0,74,1,1
user_8@securebank.com,Belarus,1,7,1,1,69,1,1
user_2@securebank.com,India,18,0,1,0,15,0,0
user_11@securebank.com,India,20,0,0,0,24,0,0
user_46@securebank.com,North Korea,5,7,1,0,90,1,1
user_9@securebank.com,India,8,1,0,0,8,0,0
user_20@securebank.com,India,18,0,0,0,13,0,0
user_37@securebank.com,India,9,0,0,0,9,0,0
user_34@securebank.com,India,12,0,0,0,17,0,0
user_21@securebank.com,North Korea,2,9,1,1,84,1,1
user_0@securebank.com,India,11,1,0,0,3,0,0
user_14@securebank.com,Germany,16,0,1,0,8,0,0
user_41@securebank.com,Germany,12,0,0,0,14,0,0
user_23@securebank.com,US,11,0,1,0,7,0,0
user_8@securebank.com,China,0,5,1,1,60,0,1
user_47@securebank.com,India,17,1,1,0,0,0,0
user_11@securebank.com,India,21,0,0,0,14,0,0
user_35@securebank.com,Germany,9,1,0,0,21,0,0
user_35@securebank.com,India,18,0,0,0,21,0,0
user_7@securebank.com,Germany,20,1,0,0,7,0,0
user_45@securebank.com,India,18,0,0,0,12,0,0
user_38@securebank.com,US,8,1,0,0,1,0,0
user_23@securebank.com,India,19,1,0,0,12,0,0
user_44@securebank.com,Germany,16,0,0,0,21,0,0
user_21@securebank.com,US,14,0,1,0,2,0,0
user_42@securebank.com,India,14,1,0,0,13,0,0
user_24@securebank.com,India,12,0,1,0,10,0,0
user_29@securebank.com,Germany,13,0,0,0,1,0,0
user_21@securebank.com,US,17,0,0,0,9,0,0
user_25@securebank.com,US,15,1,0,0,23,0,0
user_31@securebank.com,India,10,0,1,0,15,0,0
user_31@securebank.com,India,22,1,0,0,25,0,0
user_20@securebank.com,India,22,1,0,0,23,0,0
user_11@securebank.com,India,12,1,0,0,2,0,0
user_20@securebank.com,India,8,0,1,0,15,0,0
user_39@securebank.com,Iran,3,8,1,0,79,1,1
user_28@securebank.com,India,8,1,0,0,18,0,0
user_8@securebank.com,India,9,0,1,0,7,0,0
user_33@securebank.com,India,20,1,0,0,22,0,0
user_28@securebank.com,US,13,0,0,0,11,0,0
user_30@securebank.com,Belarus,0,8,1,0,89,0,1
user_1@securebank.com,India,14,0,1,0,23,0,0
user_15@securebank.com,Germany,13,0,0,0,14,0,0
user_30@securebank.com,US,9,1,1,0,10,0,0
user_8@securebank.com,US,10,0,0,0,4,0,0
user_16@securebank.com,India,8,1,0,0,21,0,0
user_31@securebank.com,India,14,1,0,0,4,0,0
user_12@securebank.com,India,11,0,1,0,7,0,0
user_24@securebank.com,India,19,0,1,0,2,0,0
user_12@securebank.com,US,12,1,0,0,23,0,0
user_15@securebank.com,India,11,0,0,0,3,0,0
user_39@securebank.com,US,14,0,1,0,1,0,0
user_1@securebank.com,India,11,0,1,0,15,0,0
user_41@securebank.com,US,12,0,1,0,1,0,0
user_48@securebank.com,India,17,0,1,0,21,0,0
user_45@securebank.com,Germany,11,0,0,0,25,0,0
user_27@securebank.com,India,13,0,0,0,10,0,0
user_16@securebank.com,China,0,5,1,0,97,1,1
user_28@securebank.com,India,18,1,0,0,17,0,0
user_17@securebank.com,North Korea,2,9,1,0,62,0,1
user_49@securebank.com,US,11,0,1,0,7,0,0
user_21@securebank.com,India,16,1,0,0,24,0,0
user_4@securebank.com,US,16,1,1,0,13,0,0
user_4@securebank.com,Germany,17,1,0,0,8,0,0
user_30@securebank.com,India,16,1,1,0,5,0,0
user_11@securebank.com,US,13,0,1,0,0,0,0
user_42@securebank.com,India,13,0,0,0,6,0,0
user_14@securebank.com,US,13,1,0,0,3,0,0
user_10@securebank.com,US,13,0,0,0,7,0,0
user_8@securebank.com,Russia,5,10,1,0,74,0,1
user_32@securebank.com,India,9,0,1,0,0,0,0
user_11@securebank.com,Belarus,3,7,1,0,78,1,1
user_30@securebank.com,Iran,3,7,1,0,97,1,1
user_48@securebank.com,US,18,1,0,0,16,0,0
user_7@securebank.com,US,21,1,1,0,2,0,0
user_48@securebank.com,India,16,1,0,0,15,0,0
user_10@securebank.com,North Korea,4,5,1,0,67,0,1
user_22@securebank.com,US,13,0,1,0,0,0,0
user_11@securebank.com,India,17,0,0,0,22,0,0
user_30@securebank.com,Belarus,5,9,1,0,82,0,1
user_15@securebank.com,US,20,1,0,0,13,0,0
user_21@securebank.com,India,20,0,0,0,25,0,0
user_33@securebank.com,India,10,0,0,0,10,0,0
user_39@securebank.com,Russia,5,9,1,1,76,1,1
user_33@securebank.com,Iran,2,9,1,0,96,1,1
user_15@securebank.com,India,18,1,1,0,22,0,0
user_34@securebank.com,India,10,0,0,0,5,0,0
user_26@securebank.com,India,8,1,0,0,2,0,0
user_19@securebank.com,Iran,0,3,1,0,61,0,1
user_10@securebank.com,Germany,18,0,0,0,2,0,0
user_5@securebank.com,Germany,16,0,0,0,21,0,0
user_18@securebank.com,India,21,0,0,0,17,0,0
user_16@securebank.com,India,13,0,0,0,5,0,0
user_10@securebank.com,India,11,0,0,0,21,0,0
user_1@securebank.com,India,17,0,0,0,4,0,0
user_48@securebank.com,India,17,0,0,0,5,0,0
user_33@securebank.com,Germany,22,1,1,0,17,0,0
user_23@securebank.com,US,13,1,0,0,0,0,0
